ObjectId,Year,FedID,CDCode,CDSCode,CountyName,DistrictName,DistrictType,GradeLow,GradeHigh,CongressUS,SenateCA,AssemblyCA,GlobalID,LLMFunding,CARESFunding,Funding3,lea,county,school_district,school_name,school_code,operational_status,grades,is_50_percent,is_in_person,is_cohort,cohort_grades,district_school_notfound,is_safety_plan,reopening_plan,school_grades_served,operational_status_elem,operational_status_middle,operational_status_high,SHAPE__Area,SHAPE__Length,CreationDate,String2,String1,String3,Double1,email_address,is_reopening,near_term_opening_date,is_reopening_elem,elem_reopening_date,is_reopening_middle,middle_reopening_date,is_reopening_high,high_reopening_date
246,2018-19,0627810,4369625,43696250000000,Santa Clara,Oak Grove Elementary,Elementary,KG,08,19,"15,17","25,27,29",dac8a54d-4347-4368-9b30-fb8dd942c1be,5930214.0,1127518.0,4067477.0,,,,,,,,,No,No,,,Yes,https://4.files.edl.io/a69b/08/19/20/212112-311cabcc-692b-447a-aa8e-059fc5f3e0df.docx ,"Elementary,Middle",Distance Learning Only,Distance Learning Only,,88914113.4335938,53139.5967359948,1615247589182.0,Yes,Yes,No,0,ichaidez@oakgrovesd.net,No,,No,,No,,,
247,2018-19,0629910,1062364,10623640000000,Fresno,Parlier Unified,Unified,KG,12,21,14,31,e0ff7e0d-07ba-45d4-8da3-1980ceb8629d,4789720.0,2227325.0,8839461.0,,,,,,,,,No,No,,,Yes,https://4.files.edl.io/aabc/02/02/21/174657-d832f0e6-ce6e-4fa5-ab52-1a4770047ee0.pdf,"Elementary,Middle,High",Hybrid,Distance Learning Only,Distance Learning Only,80732055.9296875,53319.3958200827,1614644889781.0,No,Yes,No,0,,,,,,,,,
248,2018-19,0624720,5672470,56724700000000,Ventura,Mesa Union Elementary,Elementary,KG,12,26,19,"37,44",58c2217c-d26e-4733-9aab-5848c28cbc4e,322866.0,26708.0,105992.0,,,,,0,,,,No,Yes,Elementary Middle,,No,,Elementary Middle,Distance Learning Only,Distance Learning Only,,108574813.71875,53701.5562006285,1611772346508.0,No,Yes,No,0,,,,,,,,,
249,2018-19,0637890,1563792,15637920000000,Kern,Standard Elementary,Elementary,KG,08,23,16,34,36a77286-80a2-499d-a8d4-406ca0364d97,3462729.0,889822.0,4006002.0,,,,,,,,,Yes,,,,Yes,"Being updated for tentative April 6 ""reopening.""
https://www.standardschools.net/o/standard-schools/page/covid-19-resources-for-staff-parents--2
","Elementary,Middle",Distance Learning Only,Distance Learning Only,,146179417.949219,54344.0105322296,1615228211354.0,Yes,Yes,No,0,snava@standardschools.net,No,,Yes,1617739200000.0,No,,,
250,2018-19,0624900,4168973,41689730000000,San Mateo,Millbrae Elementary,Elementary,KG,08,14,13,22,1525b40f-e478-48ac-9d43-ec65a9a2385e,1161838.0,120480.0,484285.0,,,,,,,,,No,Yes,"Elementary,Middle",,Yes,https://www.millbraeschooldistrict.org/userfiles/11/my%20files/calosha%20covid-19%20prevention%20program%20(cpp)%20mesd.pdf?id=3433,"Elementary,Middle",Distance Learning Only,Distance Learning Only,,76421895.0078125,54639.5548262272,1615246040709.0,Yes,Yes,No,0,dlacroix@millbraesd.org,Yes,1618257600000.0,Yes,1615924800000.0,Yes,1617048000000.0,,
251,2018-19,0625110,2766084,27660840000000,Monterey,Mission Union Elementary,Elementary,KG,08,20,"12,17",30,3f363003-2ccd-4645-9cd1-1be98ab01611,45188.0,0.0,44588.0,,,,,,,,,No,Yes,"Elementary,Middle",,No,,"Elementary,Middle",Distance Learning Only,Distance Learning Only,,135356998.96875,54737.6543681135,1615231717801.0,No,Yes,No,0,jannous@missionusd.org,Yes,1617048000000.0,Yes,1617048000000.0,No,,,
252,2018-19,0615690,4570003,45700030000000,Shasta,Grant Elementary,Elementary,KG,08,01,01,01,d09e6291-37e0-4121-8a3b-ff37a9fd7a47,200210.0,39753.0,141534.0,,,,,,,,,Yes,,,,Yes,https://www.grantschoolcougars.com/covid/,"Elementary,Middle",In-Person,In-Person,,110106603.785156,55114.9816384564,1615223469701.0,Yes,Yes,No,0,tkelly@grantschoolcougars.com,,,,,,,,
253,2018-19,0633390,3367231,33672310000000,Riverside,Romoland Elementary,Elementary,KG,08,"41,42","23,28,31","61,67",dd885f53-f984-46bf-9cd1-3e1ab394b0c8,3991394.0,605234.0,2354929.0,,,,,,,,,No,Yes,"Elementary,Middle",,Yes,https://www.romoland.net/Page/2246 ,"Elementary,Middle",Distance Learning Only,Distance Learning Only,,117086259.050781,55314.0647448272,1615222002885.0,No,Yes,No,1,mwise@romoland.net,No,,Yes,1615838400000.0,No,,,
254,2018-19,0626130,0161218,01612180000000,Alameda,Mountain House Elementary,Elementary,KG,08,15,07,16,2c6a541d-4cdc-4023-8f83-42a0068de238,22024.0,13957.0,57290.0,,,,,,,,,Yes,,,,Yes,"https://drive.google.com/file/d/1JkchuVIJDmv5kw76Le4es5GyKH5Ds-o1/view
https://drive.google.com/file/d/1XcjSriIDj0pu8kc0xIRpUs6Di_i4v4d4/view",Elementary,Hybrid,,,124796523.285156,55768.4593951384,1615229475026.0,Yes,Yes,No,0,gcosta@mtnhouse.k12.ca.us,,,,,,,,
255,2018-19,0621690,3968569,39685690000000,San Joaquin,Lincoln Unified,Unified,KG,12,09,05,13,a4340935-6f2f-4643-a392-c664125d4f75,7425360.0,1593450.0,7228534.0,,,,,,,,,No,Yes,"Elementary,Middle,High",,Yes," https://4.files.edl.io/c2f5/02/02/21/003135-3ef03a97-06f7-46fd-80e2-9e04092361c7.pdf
","Elementary,Middle,High",Distance Learning Only,Distance Learning Only,Distance Learning Only,51981920.5039063,55989.5108524446,1615241334278.0,No,Yes,No,0,kdextraze@lusd.net,No,,Yes,1615838400000.0,No,,No,
256,2018-19,0638340,5472173,54721730000000,Tulare,Sundale Union Elementary,Elementary,KG,08,22,"14,16",26,0492365d-fcc7-40af-ae15-9aaa20178b38,327641.0,125861.0,499498.0,,,,,,,,,Yes,Yes,Middle,,Yes,"
https://www.sundaleschool.com/our-district/reports-plans",Elementary,Hybrid,,,135722529.886719,56037.6942402472,1614043052919.0,Yes,Yes,No,0,,,,,,,,,
257,2018-19,0606100,5171365,51713650000000,Sutter,Browns Elementary,Elementary,KG,08,03,04,03,475c19df-5ab3-4702-b6c7-c40b3d629aef,79861.0,13956.0,55387.0,,,,,,,,,No,Yes,"Elementary,Middle",,Yes,www.brownsschool.org,"Elementary,Middle",In-Person,In-Person,,139427195.46875,56773.1076105461,1615221762102.0,No,Yes,No,0,mikes@sutter.k12.ca.us,,,,,,,,
258,2018-19,0638670,5071290,50712900000000,Stanislaus,Sylvan Union Elementary,Elementary,KG,08,10,"05,08",12,486f745f-ae6d-4b74-b1f6-aed2ff710560,5549101.0,1277455.0,6256465.0,,,,,,,,,Yes,No,,,Yes,"https://sylvan-ca.schoolloop.com/covid19dataandresources
",Elementary Middle,In-Person,Distance Learning Only,,87500296.7773438,56899.6636112213,1612204776637.0,Yes,Yes,No,0,,,,,,,,,
259,2018-19,0636180,4970938,49709380000000,Sonoma,Sebastopol Union Elementary,Elementary,KG,08,"02,05",02,"02,10",ce41c8f3-b013-492c-b735-30d2729ffeaa,279023.0,87407.0,366425.0,,,,,,,,,No,No,,,No,,"Elementary,Middle",Distance Learning Only,Distance Learning Only,,61860177.6289063,56911.1275210246,1614728867059.0,No,Yes,No,0,,,,,,,,,
260,2018-19,0601770,0161119,01611190000000,Alameda,Alameda Unified,Unified,KG,12,13,09,18,5f77af98-58b2-4dec-86cb-08b88d865331,5107491.0,801908.0,3182486.0,,,,,,,,,No,No,,,Yes,"https://docs.google.com/document/d/12wyRkUJvvLSUzDx70lwNwyZjzVXqUFtHEgbAWn6fPDs/edit
","Elementary,Middle,High",Distance Learning Only,Distance Learning Only,Distance Learning Only,47333036.8984375,57196.4039440567,1615225026534.0,Yes,Yes,No,1,skhan@alamedaunified.org,No,,Yes,1615838400000.0,Yes,1617652800000.0,Yes,1617652800000.0
261,2018-19,0633480,1563750,15637500000000,Kern,Rosedale Union Elementary,Elementary,KG,08,"21,23","14,16","32,34",be088f4c-3394-4b4f-9e19-69b8a521513f,3089252.0,416531.0,1912616.0,,,,,,,,,No,No,,,Yes,www.ruesd.net,"Elementary,Middle",Hybrid,Hybrid,,96607249.2421875,57401.0540210388,1615223919220.0,No,Yes,No,0,slemon@ruesd.net,,,,,,,,
262,2018-19,0625350,5472009,54720090000000,Tulare,Monson-Sultana Joint Union Elementary,Elementary,KG,08,22,14,"26,31",e9a7b06b-eb36-451d-90d6-0ecbb1096aa5,478053.0,183996.0,797161.0,,,,,,,,,No,No,,,No,,Elementary Middle,Distance Learning Only,Distance Learning Only,,88429186.9140625,57406.4361705846,1612895720362.0,No,Yes,No,0,,,,,,,,,
263,2018-19,0635220,3768379,37683790000000,San Diego,San Ysidro Elementary,Elementary,KG,08,51,40,"71,80",a26a5b99-0b36-4960-9027-fd3ff4d6281a,5219672.0,1146705.0,4599502.0,,,,,,,,,No,No,,,Yes,sysdschools.org,"Elementary,Middle",Distance Learning Only,Distance Learning Only,,105474695.8125,57485.6144935148,1615341367354.0,No,Yes,No,0,david.farkas@sysdschools.org,Yes,1617652800000.0,Yes,1617652800000.0,Yes,1617652800000.0,,
264,2018-19,0604530,4168866,41688660000000,San Mateo,Belmont-Redwood Shores Elementary,Elementary,KG,08,14,13,"22,24",d60926fd-eaa1-4464-a2e9-5b2975901bf3,1726855.0,70825.0,249566.0,,,,,,,,,No,Yes,"Elementary,Middle",,Yes,https://www.brssd.org/reopening-information,"Elementary,Middle",Distance Learning Only,Distance Learning Only,,50938142.9726563,57514.3166397727,1615255657174.0,Yes,Yes,No,0,ddeguara@brssd.org,No,,No,,No,,,
265,2018-19,0616260,4269203,42692030000000,Santa Barbara,Guadalupe Union Elementary,Elementary,KG,08,24,19,35,c4dc82b2-b9ca-4a7e-b6b6-3001668949d3,1481213.0,211246.0,838357.0,,,,,,,,,No,No,,,No,,"Elementary,Middle",Distance Learning Only,Distance Learning Only,,141020848.117188,57703.3389484272,1615218996150.0,No,Yes,No,0,dboortz@gusdbobcats.com,No,,No,,No,,,
266,2018-19,0636210,1363222,13632220000000,Imperial,Seeley Union Elementary,Elementary,KG,08,51,40,56,37813d95-9a13-4e0b-a6af-6e651daf58a3,500015.0,148533.0,589473.0,,,,,,,,,No,Yes,Elementary,,Yes,"https://www.seeleyusd.org/cms/lib/CA02206915/Centricity/Domain/43/CPP.pdf
","Elementary,Middle",Distance Learning Only,Distance Learning Only,,84327572.6914063,58140.3406683394,1615233668273.0,Yes,Yes,No,0,daniad@seeleyusd.org,No,,No,,No,,,
267,2018-19,0627840,4970839,49708390000000,Sonoma,Oak Grove Union Elementary,Elementary,KG,12,"02,05",02,"02,10",9aadd638-53f1-4c79-8872-6b3a4b2c569f,40557.0,22984.0,91952.0,,,,,,,,,No,No,,,Yes,ogusd.org,"Elementary,Middle",Distance Learning Only,Distance Learning Only,,65174172.5664063,58140.9036159638,1615223589978.0,No,Yes,No,0,astringfellow@ogusd.org,Yes,1617048000000.0,Yes,1617048000000.0,Yes,1617048000000.0,,
268,2018-19,0632730,1263008,12630080000000,Humboldt,Rio Dell Elementary,Elementary,KG,08,02,02,02,65ca9b8c-fc03-438a-aea1-eb3ffcc4f95a,291025.0,75567.0,340633.0,,,,,,,,,Yes,,,,Yes,https://riodellschools.net/,"Elementary,Middle",In-Person,In-Person,,143109885.386719,58406.5610555723,1615226712977.0,Yes,Yes,No,1,ajohnson@riodellschools.net,,,,,,,,
269,2018-19,0618120,1262885,12628850000000,Humboldt,Hydesville Elementary,Elementary,KG,08,02,02,02,e300af00-f24a-454b-863e-c16a21ad737c,100609.0,19628.0,128311.0,,,,,,,,,Yes,,,,Yes,https://hydesvilleschool.org/wp-content/uploads/CPP-Template.docx.pdf,"Elementary,Middle",In-Person,In-Person,,97486100.1914063,58534.6147967302,1615239974961.0,Yes,Yes,No,0,superintendent@hydesvilleschool.org,,,,,,,,
270,2018-19,0639600,5472223,54722230000000,Tulare,Traver Joint Elementary,Elementary,KG,08,"21,22",14,"26,32",e4c2b888-5c37-4e10-987e-39766b6283e9,274039.0,82528.0,327521.0,,,,,0,,,,No,No,,,No,,Elementary Middle,In-Person,Hybrid,,153932136.675781,58982.614521429,1611772346508.0,No,Yes,No,0,,,,,,,,,
271,2018-19,0600063,5075572,50755720000000,Stanislaus,Waterford Unified,Unified,KG,12,10,08,12,6ff864bc-06b6-4769-903d-02c5cc2dc2a2,2267970.0,470293.0,2145560.0,,,,,,Triaged Non-registered,,,Yes,,,,Yes,https://www.waterford.k12.ca.us/o/waterford-usd/page/school-opening-2020-21,"Elementary,Middle,High",In-Person,Distance Learning Only,Distance Learning Only,120138201.085938,59131.8331074546,1615590519365.0,Yes,Yes,Yes,0,ddavis@waterford.k12.ca.us,No,,,,Yes,1617048000000.0,Yes,1617048000000.0
272,2018-19,0626430,1363206,13632060000000,Imperial,Mulberry Elementary,Elementary,KG,08,51,40,56,40c8258f-4a2c-4f27-b7a9-486a6f4fb176,40831.0,0.0,0.0,,,,,,,,,No,No,,,Yes,www.mulberrymustangs.org,Elementary,In-Person,,,197297167.8125,59251.4578565166,1615226999538.0,Yes,Yes,No,0,cgalindo@mulberrymustangs.org,,,,,,,,
273,2018-19,0641280,1973460,19734600000000,Los Angeles,Walnut Valley Unified,Unified,KG,12,39,29,55,fccad1db-9d86-4896-a965-592a287a6b60,6236170.0,859789.0,3412196.0,,,,,,,,,No,Yes,"Elementary,Middle,High",,No,,"Elementary,Middle,High",Distance Learning Only,Distance Learning Only,Distance Learning Only,82751297.1445313,59464.3737125615,1615598259600.0,Yes,Yes,No,0,jkoh@wvusd.org,Yes,1618862400000.0,Yes,1618862400000.0,Yes,1618862400000.0,No,
274,2018-19,0641130,1563834,15638340000000,Kern,Vineland Elementary,Elementary,KG,08,21,"14,16","32,34",5f6d78c6-d639-4dc1-9f0f-395db2aa63f0,882382.0,428804.0,1701772.0,,,,,,,,,No,No,,,Yes,www.vineland.k12.ca.us,"Elementary,Middle",Hybrid,Distance Learning Only,,132138576.796875,59475.7511710116,1615229447799.0,No,Yes,Yes,0,cicastro@vineland.k12.ca.us,Yes,1617739200000.0,,,Yes,1617739200000.0,,
275,2018-19,0631320,1964907,19649070000000,Los Angeles,Pomona Unified,Unified,KG,12,"32,35,39","20,25,29","41,52,55",bbdb3836-5177-4067-8cfd-1e19699a103e,28543967.0,8419643.0,33414559.0,,,,,,,,,No,No,,,No,,"Elementary,Middle,High",Distance Learning Only,Distance Learning Only,Distance Learning Only,117858990.03125,59588.3344728281,1615225581019.0,No,Yes,No,0,stacey.wilkins@pusd.org,No,,Yes,1616443200000.0,No,,No,
276,2018-19,0607560,4269146,42691460000000,Santa Barbara,Carpinteria Unified,Unified,KG,12,24,19,37,206a4db8-b4eb-46a4-9c61-15fc0e1d3d60,1931501.0,283164.0,1123778.0,,,,,,,,,No,No,,,Yes,https://drive.google.com/drive/folders/1Y21XJ--C10KYcwGoWqFcLsitWws_skqu,"Elementary,Middle,High",Hybrid,Distance Learning Only,Distance Learning Only,155137178.972656,59725.5382182047,1615220444726.0,No,Yes,No,0,mhornback@cusd.net,Yes,1617048000000.0,,,Yes,1617048000000.0,Yes,1617048000000.0
277,2018-19,0604380,4970615,49706150000000,Sonoma,Bellevue Union,Elementary,KG,12,05,"02,03","04,10",2f86a208-5110-4516-8a40-29b9b7ee7301,2133111.0,395041.0,1626429.0,,,,,,,,,No,No,,,Yes,www.busd.org,Elementary,Distance Learning Only,,,94028308.5507813,59860.8797858124,1615221903005.0,No,Yes,No,0,ckim@busd.org,No,,No,,,,,
278,2018-19,0636660,5071274,50712740000000,Stanislaus,Shiloh Elementary,Elementary,KG,08,10,12,21,e7e2e0e8-3db1-4131-a690-63a04181ed46,27602.0,25202.0,121205.0,,,,,,,,,Yes,,,,Yes,http://www.shiloh.k12.ca.us/news/for-current-advice-and-local-updates-regarding-the-impact-of-covid-19-coronavirus/,"Elementary,Middle",In-Person,In-Person,,73818673.5820313,59911.2096917968,1615243741227.0,Yes,Yes,No,0,sehrler@shiloh.k12.ca.us,,,,,,,,
279,2018-19,0604620,4870524,48705240000000,Solano,Benicia Unified,Unified,KG,12,"03,05",03,14,fe1063f0-4bb1-49cc-9a5e-fd11188cf730,2109167.0,190533.0,472100.0,,,,,,,,,No,No,,,Yes,https://drive.google.com/file/d/1XzckplEZ1r8iGpVHKGc65od7yLz8qD_s/view,"Elementary,Middle,High",Distance Learning Only,Distance Learning Only,Distance Learning Only,147870370.277344,59946.491341281,1615254346080.0,No,Yes,No,0,lbeatson@beniciaunified.org,Yes,1618257600000.0,Yes,1618257600000.0,Yes,1618257600000.0,Yes,1618257600000.0
280,2018-19,0632040,4570110,45701100000000,Shasta,Redding Elementary,Elementary,KG,12,01,01,01,dec98f89-308c-4efa-aeff-d95a37a2175b,2410066.0,710141.0,2636326.0,,,,,,,,,Yes,,,,Yes,https://www.reddingschools.net/news/c_o_v_i_d-19_information/c_o_v_i_d_prevention_plan_and_checklist,"Elementary,Middle",In-Person,In-Person,,118062170.21875,60141.3978455938,1615240491782.0,Yes,Yes,No,0,dpeck@rsdnmp.org,,,,,,,,
281,2018-19,0618660,1262893,12628930000000,Humboldt,Jacoby Creek Elementary,Elementary,KG,08,02,02,02,e3b8545b-c812-4f43-8a07-de8ba1fe7029,228127.0,18024.0,76627.0,,,,,,,,,No,Yes,"Elementary,Middle",,Yes,https://www.jcsk8.org/apps/pages/index.jsp?uREC_ID=1500928&type=d&pREC_ID=2151640,"Elementary,Middle",Distance Learning Only,Distance Learning Only,,104863416.105469,60191.9483936296,1615586453088.0,Yes,Yes,No,0,mnannizzi@jcsk8.org,Yes,1616443200000.0,Yes,1616443200000.0,Yes,1616443200000.0,,
282,2018-19,0627900,5472017,54720170000000,Tulare,Oak Valley Union Elementary,Elementary,KG,08,22,16,26,6e2ec8ca-2ff6-4d10-ada2-630bdcf0ad97,500871.0,62698.0,248826.0,,,,,,,,,No,Yes,Middle,,Yes,https://www.oakvalleyschool.org/files/user/30/file/DOC030321-03032021153026%20(1)(1).pdf ,"Elementary,Middle",Hybrid,Hybrid,,120906560.085938,60383.9387381503,1615223126461.0,No,Yes,No,0,h.pilgrim@oakvalleyschool.org,,,,,,,,
283,2018-19,0635040,3768353,37683530000000,San Diego,San Pasqual Union Elementary,Elementary,KG,08,"50,52","38,39","71,75,77",84dcfaf4-322e-4d03-9a40-7c7a9d32930d,256888.0,67113.0,228528.0,,,,,,,,,No,No,,,Yes,https://www.sanpasqualunion.net/Page/2350,"Elementary,Middle",Hybrid,Hybrid,,108606492.929688,60597.6367973705,1615222679147.0,No,Yes,No,0,tammy.lee@sanpasqualunion.net,,,,,,,,
284,2018-19,0612960,3667702,36677020000000,San Bernardino,Etiwanda Elementary,Elementary,KG,08,"08,31,35","20,23","40,47,52",e870017b-c8f0-4492-8d52-2d63cc6d36bb,8220674.0,974648.0,3908686.0,,,,,,,,,No,Yes,"Elementary,Middle",,Yes,http://www.etiwanda.org/UserFiles/Servers/Server_221445/File/Etiwanda%20School%20District%20COVID-19%20Safety%20Plan.pdf ,"Elementary,Middle",Distance Learning Only,Distance Learning Only,,141236781.367188,60810.8321475771,1615234639922.0,No,Yes,No,0,shawn_judson@etiwanda.org,Yes,1617739200000.0,Yes,1615924800000.0,Yes,1617134400000.0,,
285,2018-19,0614880,3066522,30665220000000,Orange,Garden Grove Unified,Unified,KG,12,"46,47,48","29,34","65,69,72",aa5ee668-afda-479a-bc50-f2b66b599927,43883051.0,11890567.0,48861659.0,,,,,,,,,No,No,,,Yes,https://ggusd.us/covidresources/health-and-safety,"Elementary,Middle,High",Hybrid,Hybrid,Distance Learning Only,108629737.863281,60837.9480323096,1615227570183.0,No,Yes,No,0,gmafi@ggusd.us,Yes,1616443200000.0,,,,,Yes,1616443200000.0
286,2018-19,0616650,5071092,50710920000000,Stanislaus,Hart-Ransom Union Elementary,Elementary,KG,12,10,"05,12",21,423a58ed-fd90-4bc4-acfb-9a975115aaf3,420614.0,71131.0,282295.0,,,,,,,,,Yes,,,,Yes,https://hrusd-ca.schoolloop.com/file/1530973355134/1441262122898/6720963703877603909.pdf,"Elementary,Middle",In-Person,In-Person,,109479975.816406,60954.5213590862,1615232024277.0,Yes,Yes,No,0,mshipley@hartransom.org,,,,,,,,
287,2018-19,0635090,2165458,21654580000000,Marin,San Rafael City Elementary,Elementary,KG,08,02,02,10,905d70da-47f7-4d27-8783-de66d4e78f12,3874066.0,566188.0,2247001.0,,,,,,,,,No,No,,,Yes,https://www.srcs.org/coronavirus,"Elementary,Middle",Hybrid,Hybrid,,73279426.7617188,61216.8117552643,1615227671198.0,Yes,Yes,No,2,cperrino@srcs.org,,,,,,,,
288,2018-19,0619260,3367090,33670900000000,Riverside,Jurupa Unified,Unified,KG,12,"41,42",31,60,cefb69e0-dbb7-48d9-87c5-167b14b1a4db,20363350.0,4657151.0,18482570.0,,,,,,,,,No,Yes,"Elementary,Middle,High",,Yes,https://myjusd.jusd.k12.ca.us/departments/business/risk/Pages/COVID-19-Protection-Program--(CPP).aspx,"Elementary,Middle,High",Distance Learning Only,Distance Learning Only,Distance Learning Only,160679252.566406,61587.7191702061,1615214018846.0,No,Yes,No,0,trenton_hansen@jusd.k12.ca.us,No,,No,,No,,No,
289,2018-19,0618060,3066548,30665480000000,Orange,Huntington Beach Union High,High,09,12,"47,48","34,37","72,74",cf232c53-d162-48fc-afc9-9befb539269d,9100774.0,1602207.0,6358585.0,,,,,,,,,No,No,,,Yes,https://www.hbuhsd.edu/apps/pages/coronavirus,High,,,Hybrid,169640946.476563,61811.1103171355,1615220379654.0,No,Yes,No,0,jstarr@hbuhsd.edu,,,,,,,,
290,2018-19,0607200,4369393,43693930000000,Santa Clara,Campbell Union,Elementary,KG,08,"17,18,19","10,15","25,28",e0b5ba41-576d-451f-963d-95d2ac6eb3bd,663221.0,765615.0,3038454.0,,,,,,Charter,,,No,Yes,Elementary Middle,,Yes,https://www.campbellusd.org/covid19,Elementary Middle,Distance Learning Only,Distance Learning Only,,52990223.4765625,61862.6018080263,1614099705943.0,Yes,Yes,No,0,,,,,,,,,
291,2018-19,0636990,3768387,37683870000000,San Diego,Solana Beach Elementary,Elementary,KG,06,"49,52","36,38,39","76,77,78",47ec6a5e-639e-452f-ae0a-bec07739f5fd,1260372.0,139771.0,579302.0,,,,,,,,,No,No,,,Yes,https://www.sbsd.k12.ca.us/Page/9993,Elementary,Hybrid,,,78303124.40625,62064.2686877094,1614887782063.0,No,Yes,No,0,johnleland@sbsd.net,,,,,,,,
292,2018-19,0640230,4970961,49709610000000,Sonoma,Twin Hills Union Elementary,Elementary,KG,12,02,02,"02,10",b9cc67bd-0d0e-44cb-b4f9-8bbfbd76e962,176986.0,32830.0,159382.0,,,,,,,,,No,No,,,Yes,http://thusd-ca.schoolloop.com/file/1516954837120/1486196423415/7914132988275984803.pdf,Elementary,Distance Learning Only,,,81202199.5546875,62239.2572418783,1615222623786.0,No,Yes,No,0,js_aust2000@yahoo.com,No,,No,,,,,
293,2018-19,0630600,0761788,07617880000000,Contra Costa,Pittsburg Unified,Unified,KG,12,11,07,"11,14",a6415663-c6a2-435a-97d3-19a3fe78e4e4,11333387.0,2057323.0,7855456.0,,,,,,,,,No,Yes,"Elementary,Middle,High",,No,,"Elementary,Middle,High",Distance Learning Only,Distance Learning Only,Distance Learning Only,124386813.808594,62383.2410977616,1615251097477.0,No,Yes,No,2,jschulze@pittsburg.k12.ca.us,Yes,1620072000000.0,Yes,1618516800000.0,Yes,1618862400000.0,Yes,1619467200000.0
294,2018-19,0621360,1663974,16639740000000,Kings,Lemoore Union Elementary,Elementary,KG,08,21,14,32,a8d33987-da70-466b-8c73-ef7bcc8b86f5,2642517.0,638044.0,2836982.0,,,,,,Charter,,,Yes,,,,Yes,"https://www.luesd.k12.ca.us/o/luesd/page/covid-19-information--61
We have already submitted link.","Elementary,Middle",In-Person,In-Person,,147851441.160156,62664.8111152753,1615222595528.0,Yes,Yes,No,0,cherylhunt@myluesd.net,,,,,,,,
295,2018-19,0631470,4168981,41689810000000,San Mateo,Portola Valley Elementary,Elementary,KG,08,"14,18",13,24,c5485a52-704e-49c4-a95a-34c662467f88,198715.0,0.0,0.0,,,,,,,,,No,No,,,Yes,http://www.pvsd.net/covid-19_resources_information/california_safe_schools_for_all,"Elementary,Middle",Hybrid,Hybrid,,80942283.71875,62692.3985232512,1615219030244.0,Yes,Yes,No,0,klucian@pvsd.net,,,,,,,,
296,2018-19,0624870,2165391,21653910000000,Marin,Mill Valley Elementary,Elementary,KG,08,02,02,10,5d823cf5-38d9-47fa-987b-6b6823d7ad5f,1099980.0,76795.0,304738.0,,,,,,,,,No,No,,,Yes,https://www.mvschools.org/Page/8529,"Elementary,Middle",Hybrid,Hybrid,,86994230.609375,63172.4373573464,1615223395099.0,Yes,Yes,No,0,kberman@mvschools.org,,,,,,,,
297,2018-19,0638430,5472181,54721810000000,Tulare,Sunnyside Union Elementary,Elementary,KG,08,"22,23",14,26,c5b6ecf1-715e-4269-a755-28ac900e945b,411352.0,228572.0,907122.0,,,,,,,,,Yes,,,,Yes,"https://5il.co/p29n

","Elementary,Middle",Hybrid,Hybrid,,146596295.738281,63184.3558232182,1615231216360.0,Yes,Yes,No,0,stsuboi@sunnysideunion.com,,,,,,,,
298,2018-19,0627300,2165409,21654090000000,Marin,Nicasio,Elementary,KG,08,02,02,10,5d04d40e-abe4-4659-a05e-fd8d040c61b4,22154.0,0.0,0.0,,,,,,,,,Yes,,,,Yes,www.nicasioschool.org,"Elementary,Middle",In-Person,In-Person,,150642996.941406,63257.3207031251,1615247263118.0,Yes,Yes,No,0,bsnekkevik@nicasioschool.org,,,,,,,,
299,2018-19,0611130,1563420,15634200000000,Kern,Di Giorgio Elementary,Elementary,KG,08,"21,23","14,16","32,34",f1aad960-adab-4db0-9af5-a9f6ddc81401,264684.0,114161.0,453065.0,,,,,,,,,No,No,,,Yes,digiorgio.k12.ca.us,"Elementary,Middle",Hybrid,Hybrid,,205430185.324219,63601.5964092504,1615242180828.0,No,Yes,Yes,0,thallum@digiorgio.k12.ca.us,,,,,,,,
300,2018-19,0629280,4570094,45700940000000,Shasta,Pacheco Union Elementary,Elementary,KG,08,01,01,01,93fb4120-2ebb-418e-b961-ea2fd3cd60c3,433613.0,148565.0,505878.0,,,,,,,,,Yes,,,,Yes,https://www.pacheco.k12.ca.us/apps/pages/index.jsp?uREC_ID=1204083&type=d&pREC_ID=2135083,"Elementary,Middle",In-Person,In-Person,,122014233.175781,63723.8969988782,1615219113841.0,Yes,Yes,No,0,pstricker@pacheco.k12.ca.us,,,,,,,,
301,2018-19,0612690,5071076,50710760000000,Stanislaus,Empire Union Elementary,Elementary,KG,08,10,"05,08","12,21",e28b887c-8f7a-480d-8de4-f944db0de64b,3571600.0,825112.0,3030098.0,,,,,,,,,No,Yes,Middle,,Yes,www.empire.k12.ca.us,"Elementary,Middle",Hybrid,Distance Learning Only,,102035663.128906,63939.9800178974,1615219596283.0,No,Yes,No,0,dgarcia@empire.k12.ca.us,No,,,,No,,,
302,2018-19,0614910,1262836,12628360000000,Humboldt,Garfield Elementary,Elementary,KG,06,02,02,02,d5156a4d-25c2-45fc-b285-db52d060e5a2,37353.0,0.0,0.0,,,,,,,,,No,Yes,"Elementary,Middle",,Yes,garfieldschool.org,"Elementary,Middle",Hybrid,Hybrid,,201486990.179688,63950.3633780638,1615224527037.0,No,Yes,No,0,mquinlan@garfieldschool.org,,,,,,,,
