ObjectId_1,CDSCode,FederalSchoolID,FederalCharterDistrictID,County,District,School,Status,OpenDate,ClosedDate,Charter,CharterNumber,FundingType,EducationalOptionsType,EntityType,LowGrade,HighGrade,VirtualInstructionType,Magnet,YearRound,Public_,Multilingual,LastUpdate,StreetAddress,StreetCity,StreetState,StreetZip,MailingAddress,MailingCity,MailingState,MailingZip,Phone,PhoneExtension,FaxNumber,AdministratorName,AdministratorPhone,Latitude,Longitude,AdministratorPhoneExt,Email,AdministratorEmail,Website,ObjectId,x,y,GlobalID,LLMFunding,CARESFunding,Funding3,String1,String2,String3,String4,String5,Double1,Double2,Double3,Double4,Double5,Date1,Date2,Date3,Date4,Date5,lea,school_district,school_name,school_code,operational_status,grades,is_50_percent,is_in_person,is_cohort,cohort_grades,district_school_notfound,is_safety_plan,reopening_plan,school_grades_served,operational_status_elem,operational_status_middle,operational_status_high,CreationDate,email_address,is_reopening,near_term_opening_date,is_reopening_elem,elem_reopening_date,is_reopening_middle,middle_reopening_date,is_reopening_high,high_reopening_date
613,19643377090897,19643377090897,,Los Angeles,Burbank Unified,LITTLE ANGELS ACADEMY BURBANK INC,Active,331282800000,,N,,,,Elementary School (Private),K,2,,,N,N,,1609315200000,721 S San Fernando Blvd,Burbank,CA,91502-1445,721 S San Fernando Blvd,Burbank,CA,91502-1445,(818) 953-7277,,,Armine Avetisian,,34.175852,-118.302404,,littleangelsacademyburbank@gmail.com,littleangelsacademyburbank@gmail.com,,,-118.302404,34.175852,27ecdaea-b271-473d-bbb3-36f8f426b192,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,19647336963599,19647336963599,,Los Angeles,Los Angeles Unified,ST CATHERINE OF SIENA SCHOOL,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1609228800000,18125 Sherman Way,Reseda,CA,91335-4549,18125 Sherman Way,Reseda,CA,91335-4549,(818) 343-9880,,,Liliana Rivas,,34.201227,-118.527897,,lrivas@catherineofsienaschool.org,lrivas@catherineofsienaschool.org,,,-118.527897,34.201227,9af6a449-bbd9-4aec-9d02-27dba5c64546,,,,Yes,Yes,,,,,,,,,,,,,,Private,,ST CATHERINE OF SIENA SCHOOL,,,"TK,K,1,2,3,4,5,6,7,8",,Yes,,,,Yes,www.catherineofsiena.org,"Elementary,Middle",Hybrid,Distance Learning Only,,1615311479944.0,lrivas@catherineofsienaschool.org,Yes,1618257600000.0,,,No,,,
615,30736506133607,30736506133607,,Orange,Irvine Unified,CREAN LUTHERAN HIGH SCHOOL,Active,1226304000000,,N,,,,High Schools (Private),9,12,,,N,N,,1609228800000,12500 Sand Canyon Ave,Irvine,CA,92618-1100,12500 Sand Canyon Ave,Irvine,CA,92618-1100,(949) 387-1199,,,Shannon Schell,,33.70213,-117.731868,,moyer@creanlutheran.org,schell@creanlutheran.org,,,-117.731868,33.70213,1da99660-103e-48d5-8a60-386dbe3ca731,,,,Yes,Yes,,,,,,,,,,,,,,Private,,CREAN LUTHERAN HIGH SCHOOL,,,"9,10,11,12",,,,,,Yes,https://www.creanlutheran.org/students-parents/coronavirus-covid-19,High,,,In-Person,1615219804356.0,sheppard@creanlutheran.org,,,,,,,,
616,30665066999007,30665066999007,,Orange,Fullerton Elementary,EASTSIDE CHRISTIAN SCHOOL,Active,331282800000,,N,,,,K-12 Schools (Private),K,12,,,N,N,,1609315200000,1701 W Valencia Dr,Fullerton,CA,92833-3800,1701 W Valencia Dr,Fullerton,CA,92833-3800,(714) 253-4556,,,Ree-Na Kim,,33.86747,-117.958125,,dchoye@eastsidechristian.org,rkim@eastsidechristian.org,,,-117.958125,33.86747,985b2166-22a8-4b9a-ac51-8c2adea7fada,,,,Yes,Yes,,,,,,,,,,,,,,Private,,EASTSIDE CHRISTIAN SCHOOL,,,"K,1,2,3,4,5,6,7,8,9,10,11,12",,,,,,Yes,eastsidechristian.org,"Elementary,Middle,High",In-Person,In-Person,In-Person,1615238236919.0,bmarchese@eastsidechristian.org,,,,,,,,
617,30665306915532,30665306915532,,Orange,Huntington Beach City Elementary,HUNTINGTON CHRISTIAN,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1609228800000,9700 Levee Dr,Huntington Beach,CA,92646-6534,9700 Levee Dr,Huntington Beach,CA,92646-6534,(714) 378-9932,,,Karrie Stratton,,33.6606,-117.958922,,jaaron@huntingtonchristian.com,kstratton@huntingtonchristian.com,,,-117.958922,33.6606,ee841349-76d1-42e0-ab34-e5133ff08974,,,,Yes,Yes,,,,,,,,,,,,,,Private,,HUNTINGTON CHRISTIAN,,,"K,1,2,3,4,5,6,7,8",,,,,,Yes,https://huntingtonchristian.com/covid-19-operations/,"Elementary,Middle",In-Person,In-Person,,1615222772643.0,jaaron@huntingtonchristian.com,,,,,,,,
618,37683386939433,37683386939433,,San Diego,San Diego Unified,TABERNACLE CHRISTIAN ACADEMY,Active,331282800000,,N,,,,K-12 Schools (Private),K,12,,,N,N,,1605168000000,1765 Pentecost Way,San Diego,CA,91977-5712,1765 Pentecost Way,San Diego,CA,91977-5712,(619) 264-1721,,,,,32.724338,-117.081707,,tcaced@aol.com,,,,-117.081707,32.724338,0b728f82-18b7-4f59-a51f-d0f6c6c0398d,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,19647250133041,19647250133041,,Los Angeles,Long Beach Unified,SPECTRUM CENTER- LONG BEACH MIDDLE COUNTRY CUB,Active,1441177200000,,N,,,Nonpublic Nonsectarian Certified School,K-12 Schools (Private),6,8,,,N,N,,1609228800000,3501 Country Club Dr,Lakewood,CA,90712-3429,3501 Country Club Dr,Lakewood,CA,90712-3429,(562) 421-3640,,(510) 741-2775,April Stute,,33.840225,-118.151041,,astute@spectrumschools.com,astute@spectrumschools.com,www.spectrumschools.com,,-118.151041,33.840225,b0cf9d1a-ef77-44ef-9b9b-0e8d41b99c15,,,,Yes,Yes,,,,,,,,,,,,,,Private,,SPECTRUM CENTER- LONG BEACH MIDDLE COUNTRY CUB,,,"6,7,8",,,No,,,Yes,https://www.spectrumschools.com/reopening-guidelines-2020-2021/,Middle,,Distance Learning Only,,1615228349327.0,astute@spectrumschools.com,Yes,1619467200000.0,,,Yes,1618862400000.0,,
620,1612596960694,01612596960694,,Alameda,Oakland Unified,ST PAUL'S EPISCOPAL SCHOOL,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1609315200000,116 Montecito Ave,Oakland,CA,94610-4556,116 Montecito Ave,Oakland,CA,94610-4556,(510) 285-9600,,,Cheryl Ting,,37.811142,-122.259961,,cting@spes.org,cting@spes.org,,,-122.259961,37.811142,d0ca1371-19f2-42a7-8890-7e4cd8dd6412,,,,Yes,Yes,,,,,,,,,,,,,,Private,,ST PAULS EPISCOPAL SCHOOL,,,"K,1,2,3,4,5,6,7,8",,,No,,,Yes,https://www.spes.org/covid-19-and-distance-learning,"Elementary,Middle",In-Person,Hybrid,,1615225078400.0,cting@spes.org,,,,,,,,
621,19646340134874,19646340134874,,Los Angeles,Inglewood Unified,SPECTRUM SCHOOLS AND PROGRAMS- INGLEWOOD COLLABORATIVE PRESCHOOL,Active,1471935600000,,N,,,Traditional,Elementary School (Private),K,5,,,N,N,,1555052400000,11710 S Cherry Ave,Inglewood,CA,90303-2933,11710 S Cherry Ave,Inglewood,CA,90303-2933,(310) 680-5425,,(510) 741-2775,Talie Massoli,(310) 680-5425,33.926976,-118.332651,7397,tmassoli@spectrumschools.com,tmassoli@spectrumschools.com,,,-118.332651,33.926976,fb6f92dc-e101-4eaa-8d3a-e2fd70d8090e,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,37683386997969,37683386997969,,San Diego,San Diego Unified,SAM AND ROSE STEIN EDUCATION CENTER,Active,331282800000,,N,,,Nonpublic Nonsectarian Certified School,Ungraded Schools (Private),K,12,,,N,N,,1609228800000,6145 Decena Dr,San Diego,CA,92120-3511,6145 Decena Dr,San Diego,CA,92120-3511,(619) 281-5511,211,(619) 281-0453,Chayo Chavez,,32.786205,-117.096749,,cchavez@vistahill.org,cchavez@vistahill.org,vistahill.org,,-117.096749,32.786205,07e07a92-b1e6-4d0c-99cd-4cd99bce68c4,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,"3,4,5,6,7,8,9,10,11,12",,,Yes,"Elementary,Middle,High",,Yes,http://www.vistahill.org/programs-services/stein-education-center-special-education-programs/,"Elementary,Middle,High",Hybrid,Hybrid,Hybrid,1615229719039.0,cchavez@vistahill.org,,,,,,,,
623,19648816909295,19648816909295,,Los Angeles,Pasadena Unified,LAKE AVENUE CHURCH SCHOOL,Active,331282800000,,N,,,,Kindergartens (Private),K,K,,,N,N,,1589439600000,393 North Lake Ave,Pasadena,CA,91101-1213,393 North Lake Ave,Pasadena,CA,91101-1213,(626) 844-4475,,,Kohar Jarlekian,,34.152477,-118.132625,,koharj@lakeave.org,koharj@lakeave.org,,,-118.132625,34.152477,239d56f0-3864-4e50-9606-28554eddb84e,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,19643946931810,19643946931810,,Los Angeles,Claremont Unified,WESTERN CHRISTIAN,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1609315200000,3105 Padua Ave,Claremont,CA,91711-2253,3105 Padua Ave,Claremont,CA,91711-2253,(909) 624-8291,,,Judith Borello,,34.126111,-117.699582,,jborello@westernchristian.org,jborello@westernchristian.org,,,-117.699582,34.126111,05999978-a19c-4d7d-aed8-fd4e7935ce4e,,,,Yes,Yes,,,,,,,,,,,,,,Private,,WESTERN CHRISTIAN,,,"TK,K,1,2,3,4,5,6,7,8",,,Yes,"Elementary,Middle",,Yes,www.westernchristian.org,"Elementary,Middle",Hybrid,Distance Learning Only,,1615232948873.0,kscheenstra@westernchristian.org,Yes,1615838400000.0,,,Yes,1615838400000.0,,
625,30665226987374,30665226987374,,Orange,Garden Grove Unified,SANTA CLARA NURSERY SCHOOL,Active,331282800000,,N,,,,Kindergartens (Private),K,K,,,N,N,,1570086000000,1021 North Newhope St,Santa Ana,CA,92703-1534,1021 North Newhope St,Santa Ana,CA,92703-1534,(714) 554-8850,,,,,33.753754,-117.928067,,rocioalcantar532@yahoo.com,,,,-117.928067,33.753754,a4a860ee-cf28-45d3-8b8a-e5bec3961723,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,"TK,K",,Yes,,,,No,,Elementary,In-Person,,,1615327771094.0,rocamc72@gmail.com,,,,,,,,
626,30664646157747,30664646157747,,Orange,Capistrano Unified,TESLA COUNTRY DAY,Active,1552374000000,,N,,,,Kindergartens (Private),K,2,,,N,N,,1609228800000,92 Avenida La Pata,San Clemente,CA,92673-6522,92 Avenida La Pata,San Clemente,CA,92673-6522,(949) 572-4453,,,Dustine Rey,,33.458077,-117.601538,,office@Teslacountryday.com,Office@TESLACountryDay.com,,,-117.601538,33.458077,8ef24aec-8b56-4ea7-b4d5-6afe35beeb9d,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,19647906962443,19647906962443,,Los Angeles,Monrovia Unified,IMMACULATE CONCEPTION,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1609228800000,726 South Shamrock Ave,Monrovia,CA,91016-3653,726 South Shamrock Ave,Monrovia,CA,91016-3653,(626) 358-5129,,,Carmela Lovano,,34.143649,-117.989746,,clovano@icschoolmonrovia.org,clovano@icschoolmonrovia.org,,,-117.989746,34.143649,ec3e0bed-018f-4dc3-a47b-80f7c533a4e1,,,,Yes,Yes,,,,,,,,,,,,,,Private,,IMMACULATE CONCEPTION,,,"TK,K,1,2,3,4,5,6,7,8",,,No,,,Yes,www.icschoolmonrovia.org,Elementary,Distance Learning Only,,,1615227622113.0,mrojas@icschoolmonrovia.org,Yes,1616529600000.0,Yes,1616529600000.0,,,,
628,30665486141428,30665486141428,,Orange,Huntington Beach Union High,FUSION ACADEMY - HUNTINGTON BEACH,Active,1304492400000,,N,,,,K-12 Schools (Private),6,12,,,N,N,,1609228800000,7711 Ctr Ave Ste 120,Huntington Beach,CA,92647-3019,7711 Ctr Ave Ste 120,Huntington Beach,CA,92647-3019,(657) 200-2300,,,Robin Podway,,33.735454,-117.99521,,rpodway@fusionacademy.com,rpodway@fusionacademy.com,,,-117.99521,33.735454,c77caf69-79f5-4a4e-a697-5fb5ca3851c6,,,,Yes,Yes,,,,,,,,,,,,,,Private,,FUSION ACADEMY - HUNTINGTON BEACH,,,"6,7,8,9,10,11,12",,No,No,,,Yes,https://www.fusionacademy.com/return-to-campus/,"Middle,High",,Hybrid,Hybrid,1615240601696.0,nmihos@fusionacademy.com,,,,,,,,
629,19643946967939,19643946967939,,Los Angeles,Claremont Unified,FOOTHILL COUNTRY DAY SCHOOL,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1609228800000,1035 West Harrison Ave,Claremont,CA,91711-4133,1035 West Harrison Ave,Claremont,CA,91711-4133,(909) 626-5681,,,Michael Silva,,34.09992,-117.735573,,msilva@foothillcds.org,msilva@foothillcds.org,,,-117.735573,34.09992,535f9d4f-b8a0-4549-b0f4-06fc3865b1d2,,,,Yes,Yes,,,,,,,,,,,,,,Private,,FOOTHILL COUNTRY DAY SCHOOL,,,K 1 2 3 4 5 6 7 8,,No,No,,,Yes,https://www.foothillcds.org/,Elementary Middle,Distance Learning Only,Distance Learning Only,,1612462555464.0,msilva@foothillcds.org,,,,,,,,
630,37683386902902,37683386902902,,San Diego,San Diego Unified,CITY TREE CHRISTIAN,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1604304000000,320 Date St,San Diego,CA,92101-2610,320 Date St,San Diego,CA,92101-2610,(619) 232-3794,,,Sue Kennedy,,32.723453,-117.161592,,office@citytree.org,sue.kennedy@citytree.org,,,-117.161592,32.723453,9f239396-5173-49b7-906c-3e2eca4759a6,,,,Yes,Yes,,,,,,,,,,,,,,Private,,CITY TREE CHRISTIAN,,,"K,1,2,3,4,5,6,7,8",,Yes,,,,Yes,https://www.citytree.org/news,"Elementary,Middle",In-Person,In-Person,,1615305553442.0,sue.kennedy@citytree.org,,,,,,,,
631,37683386139455,37683386139455,,San Diego,San Diego Unified,SOUTHERN CALIFORNIA YESHIVA HIGH SCHOOL,Active,1267516800000,,N,,,,High Schools (Private),9,12,,,N,N,,1609228800000,3410 Mount Acadia Blvd,San Diego,CA,92111-4505,3410 Mount Acadia Blvd,San Diego,CA,92111-4505,(858) 560-1818,,,Moshe Adatto,,32.803646,-117.184347,,info@scyhigh.org,madatto@scyhigh.org,,,-117.184347,32.803646,f5864ad2-a383-4374-845d-4f20f9f1e37c,,,,Yes,Yes,,,,,,,,,,,,,,Private,,SOUTHERN CALIFORNIA YESHIVA HIGH SCHOOL,,,"9,10,11,12",,,,,,Yes,http://scyhigh.org/covidsafety/,High,,,Hybrid,1615229468326.0,madatto@scyhigh.org,,,,,,,,
632,19753336960736,19753336960736,,Los Angeles,Manhattan Beach Unified,AMERICAN MARTYRS SCHOOL,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1609228800000,1701 Laurel Ave,Manhattan Beach,CA,90266-4904,1701 Laurel Ave,Manhattan Beach,CA,90266-4904,(310) 545-8559,,,Camryn Friel,,33.890815,-118.404363,,cconnelly@la-archdiocese.org,cfriel@americanmartyrs.org,,,-118.404363,33.890815,d903a443-cfdf-4cfa-86b8-650af8725fb4,,,,Yes,Yes,,,,,,,,,,,,,,Private,,AMERICAN MARTYRS SCHOOL,,,TK K 1 2 3 4 5 6 7 8,,Yes,No,,,Yes,www.americanmartyrsschool.org,Elementary Middle,In-Person,Hybrid,,1614013896905.0,cfriel@americanmartyrs.org,,,,,,,,
633,19647336145502,19647336145502,,Los Angeles,Los Angeles Unified,EVERLASTING EDUCATION,Active,1602831600000,,N,,,,Elementary School (Private),1,2,,,N,N,,1609315200000,3067 Ganahl St,Los Angeles,CA,90063-2612,3067 Ganahl St,Los Angeles,CA,90063-2612,(732) 275-5837,,,Michael Galano,,34.05121,-118.193778,,michael@everlastingeducation.org,michael@everlastingeducation.org,,,-118.193778,34.05121,cd870744-95f1-4c2d-abdb-71d381a8eae1,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,19647337090137,19647337090137,,Los Angeles,Los Angeles Unified,CANYON VIEW ACADEMY,Active,331282800000,,N,,,,K-12 Schools (Private),K,8,,,N,N,,1571036400000,8100 McGroarty St,Sunland,CA,91040-3333,8100 McGroarty St,Sunland,CA,91040-3333,(818) 353-5777,,,Wendy Booth,,34.251461,-118.310345,,canyonview95@gmail.com,wbooth411@gmail.com,,,-118.310345,34.251461,0eb35cd5-21a9-47a3-8e48-4119c5f1789b,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,19648816962625,19648816962625,,Los Angeles,Pasadena Unified,MAYFIELD JUNIOR SCHOOL,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1609228800000,405 South Euclid Ave,Pasadena,CA,91101-3126,405 South Euclid Ave,Pasadena,CA,91101-3126,(626) 796-2774,,,Kathryn Sweeney,,34.138765,-118.143078,,ksweeney@mayfieldjs.org,ksweeney@mayfieldjs.org,,,-118.143078,34.138765,a3c95ff2-68ef-4004-a8dd-a4480c4e3557,,,,Yes,Yes,,,,,,,,,,,,,,Private,,MAYFIELD JUNIOR SCHOOL,,,"K,1,2,3,4,5,6,7,8",,Yes,,,,Yes,"https://www.mayfieldjs.org/explore/ever-forward-2020-2021-school-year
","Elementary,Middle",In-Person,Distance Learning Only,,1615826247629.0,lguyer@mayfieldjs.org,Yes,1616439600000.0,,,Yes,1616439600000.0,,
636,30664496962986,30664496962986,,Orange,Brea-Olinda Unified,MONTESSORI OF BREA INC,Active,331282800000,,N,,,,Elementary School (Private),K,1,,,N,N,,1609228800000,701 Mulberry Ave/400 W Fir St,Brea,CA,92821,701 Mulberry Ave/400 W Fir St,Brea,CA,92821,(714) 529-0321,,,Nasreen Ali,,33.910555,-117.907274,,nasreen@montessoriofbrea.com,nasreen@montessoriofbrea.com,,,-117.907274,33.910555,29dc1785-def3-44e0-9338-3284035e6856,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,1750937103989,01750937103989,,Alameda,Dublin Unified,THE QUARRY LANE SCHOOL,Active,1092294000000,,N,,,,Elementary School (Private),K,12,,,N,N,,1603782000000,6363 Tassajara Rd,Dublin,CA,94568-9447,6363 Tassajara Rd,Dublin,CA,94568-9447,(925) 829-8000,,,Sabri Arac,,37.727674,-121.870143,,sarac@quarrylane.org,sarac@quarrylane.org,,,-121.870143,37.727674,723eb57a-d0c7-4077-90fd-ecb94852f4ec,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,19650946983084,19650946983084,,Los Angeles,West Covina Unified,SOUTH HILLS ACADEMY,Active,331282800000,,N,,,,Elementary School (Private),K,12,,,N,N,,1591599600000,1600 East Francisquito Ave,West Covina,CA,91791-3855,1600 East Francisquito Ave,West Covina,CA,91791-3855,(626) 919-2000,,,Emmanuel Lacoste,,34.049563,-117.911984,,elacoste@shacademy.org,elacoste@shacademy.org,,,-117.911984,34.049563,c5270df7-ca00-4c8d-8c83-ec6afecc6a36,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,21653186906465,21653186906465,,Marin,Miller Creek Elementary,GATE ACADEMY,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1609228800000,1 St Vincent Dr,San Rafael,CA,94903-1504,1 St Vincent Dr,San Rafael,CA,94903-1504,(415) 491-4700,,,Sandy Jacklin,,38.033505,-122.536587,,admin@gateacademy.org,admin@gateacademy.org,,,-122.536587,38.033505,765b396e-6d86-447e-9478-7855a61318a7,,,,Yes,Yes,,,,,,,,,,,,,,Private,,GATE ACADEMY,,,"TK,K,1,2,3,4,5,6,7,8",,,,,,Yes,http://www.gateacademy.org/covid-19-csp--ssspp.html,"Elementary,Middle",In-Person,In-Person,,1615224550855.0,nbond@gateacademy.org,,,,,,,,
640,21653916974430,21653916974430,,Marin,Mill Valley Elementary,MOUNT TAMALPAIS SCHOOL,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1609228800000,100 Harvard Ave,Mill Valley,CA,94941-3584,100 Harvard Ave,Mill Valley,CA,94941-3584,(415) 383-9434,,,Andrew Davis,,37.88873,-122.533638,,adavis@mttam.org,adavis@mttam.org,,,-122.533638,37.88873,486f9b77-87c4-4bc0-9ef2-476f13b7c894,,,,Yes,Yes,,,,,,,,,,,,,,Private,,MOUNT TAMALPAIS SCHOOL,,,"K,1,2,3,4,5,7,8",,,,,,Yes,https://resources.finalsite.net/images/v1611782522/mttamorg/htcprl6euejk4wzmym9z/MTS_COVID-19_Safety_Program.pdf,"Elementary,Middle",In-Person,In-Person,,1615223000214.0,jdodge@mttam.org,,,,,,,,
641,21750026910046,21750026910046,,Marin,Ross Valley Elementary,IRENE M HUNT SCHOOL / SIDE BY SIDE,Active,331282800000,,N,,,Nonpublic Nonsectarian Certified School,Elementary School (Private),1,12,,,N,N,,1605772800000,300 Sunny Hills Dr,San Anselmo,CA,94960-1909,300 Sunny Hills Dr,San Anselmo,CA,94960-1909,(415) 457-3135,,(415) 459-4211,Jolene Yee,,37.983418,-122.561405,,jyee@sidebysideyouth.org,jyee@sidebysideyouth.org,www.sunnyhillsservices.org,,-122.561405,37.983418,5b132c50-0a70-4632-8878-f15f2bb2b018,,,,Yes,Yes,,,,,,,,,,,,,,Private,,IRENE M HUNT SCHOOL / SIDE BY SIDE,,,"K,1,2,3,4,5,6,7,8,9,10,11,12",,,,,,Yes,https://www.sidebysideyouth.org/programs/irene-m-hunt-school/,"Elementary,Middle,High",In-Person,In-Person,In-Person,1615225885006.0,kabaya@sidebysideyouth.org,,,,,,,,
642,19646677098908,19646677098908,,Los Angeles,Lancaster Elementary,SETON INC,Active,331282800000,,N,,,,K-12 Schools (Private),K,12,,,N,N,,1603177200000,44751 North Ave,Lancaster,CA,93534,44751 North Date Ave,Lancaster,CA,93534,(661) 948-8881,,,Paula Ellis,,34.69339,-118.14388,,setoncapellis@gmail.com,setoncapellis@gmail.com,,,-118.14388,34.69339,fccf07ef-4a6f-4e95-8294-c759e4dd6829,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,1612596159248,01612596159248,,Alameda,Oakland Unified,DECOLONIZE ACADEMY,Active,1573200000000,,N,,,,K-12 Schools (Private),K,12,,,N,N,,1573804800000,8032 MacArthur Blvd,Oakland,CA,94605-3548,8032 MacArthur Blvd,Oakland,CA,94605-3548,(510) 435-7500,,,Jason Fluker,,37.763865,-122.165092,,poormag@gmail.com,j.flukerjr@gmail.com,,,-122.165092,37.763865,abb86d42-cdcd-4e97-a972-73587c019b9f,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,30664806977334,30664806977334,,Orange,Cypress Elementary,GRACE CHRISTIAN SCHOOL OF CYPRESS,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1604304000000,4545 Myra Ave,Cypress,CA,90630-4261,4545 Myra Ave,Cypress,CA,90630-4261,(714) 761-5200,,,Don Pettinger,,33.81378,-118.05339,,dpettinger@gcsrr.org,dpettinger@gcsrr.org,,,-118.05339,33.81378,3f559dfb-1e1f-4628-bd49-a6a36427ffb0,,,,Yes,Yes,,,,,,,,,,,,,,Private,,GRACE CHRISTIAN SCHOOL OF CYPRESS,,,"TK,K,1,2,3,4,5,6,7,8",,Yes,,,,Yes,gcsrr.org,"Elementary,Middle",In-Person,Hybrid,,1615814356432.0,dpettinger@gcsrr.org,,,,,,,,
645,19646837094568,19646837094568,,Los Angeles,Las Virgenes Unified,MESIVTA OF GREATER LOS ANGELES,Active,331282800000,,N,,,,High Schools (Private),9,12,,,N,N,,1609228800000,25115 Mureau Rd,Calabasas,CA,91302-1151,25115 Mureau Rd,Calabasas,CA,91302-1151,(818) 876-0550,,,Shlomo Gottesman,,34.150392,-118.672293,,office@mesivtala.com,Office@mesivtala.com,,,-118.672293,34.150392,c7dd5e96-17ee-402b-8430-65510e3ea5b7,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,19753417017650,19753417017650,,Los Angeles,Redondo Beach Unified,VALOR CHRISTIAN ACADEMY,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1609228800000,525 Earle Ln,Redondo Beach,CA,90278-5004,525 Earle Ln,Redondo Beach,CA,90278-5004,(310) 798-5181,,,Jon Fast,,33.859167,-118.371834,,jdraves@valorca.org,jfast@valorca.org,,,-118.371834,33.859167,97b9cffb-e844-49e4-89d6-970f7d4cb4b6,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,19647257036833,19647257036833,,Los Angeles,Long Beach Unified,FIRST BAPTIST CHURCH SCHOOL,Active,331282800000,,N,,,,K-12 Schools (Private),K,12,,,N,N,,1603522800000,1000 Pine Ave,Long Beach,CA,90813-3119,1000 Pine Ave,Long Beach,CA,90813-3119,(562) 432-8447,,,Carl Vallesteros,,33.780015,-118.192031,,fbslongbeach@gmail.com,cvallesteros@gmail.com,,,-118.192031,33.780015,89ed52d1-f17d-4d6b-9d69-0c6a0ec0c6ee,,,,Yes,Yes,,,,,,,,,,,,,,Private,,FIRST BAPTIST CHURCH SCHOOL,,,TK K 1 2 3 4 5 6 7 8 9 10 11 12,,No,No,,,Yes,https://www.firstbaptistschools.org/covid-19,Elementary Middle High,Distance Learning Only,Distance Learning Only,Distance Learning Only,1612567743073.0,fbslongbeach@gmail.com,,,,,,,,
648,19647336146591,19647336146591,,Los Angeles,Los Angeles Unified,YESHIVA KETANA OF LOS ANGELES,Active,1397026800000,,N,,,,Kindergartens (Private),K,8,,,N,N,,1609228800000,12041 Burbank Blvd,Valley Village,CA,91607-1853,12041 Burbank Blvd,Valley Village,CA,91607-1853,(818) 766-7610,,,Aryeh Davidowitz,,34.172347,-118.395726,,office@ykla.org,rabbiadavidowitz@ykla.org,,,-118.395726,34.172347,abf495cc-8af1-4a7f-acda-7243a1152005,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,1612006153472,01612006153472,,Alameda,Livermore Valley Joint Unified,KING'S CLASSICAL ACADEMY,Active,1601622000000,,N,,,,K-12 Schools (Private),K,12,,,N,N,,1609315200000,945 Concannon Blvd,Livermore,CA,94550-6482,945 Concannon Blvd,Livermore,CA,94550-6482,(925) 961-4664,,,Todd Wedel,,37.660089,-121.78403,,office@kingsclassical.org,office@kingsclassical.org,,,-121.78403,37.660089,1820cd49-e8b5-436b-ba5a-0a1819c399f6,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
